feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,class
0,490,591,157,1,487,871,0,1
0,490,591,157,1,487,871,0,1
0,490,591,157,1,487,871,0,1
0,490,591,157,1,487,871,0,1
0,447,613,137,1,503,825,1,1
0,447,613,137,1,503,825,1,1
0,447,613,137,1,503,825,1,1
0,447,613,137,1,503,825,1,1
0,447,613,137,1,503,825,1,1
0,447,613,137,1,503,825,1,1
0,474,600,164,1,487,872,0,1
0,474,600,164,1,487,872,0,1
0,474,600,164,1,487,872,0,1
0,474,600,164,1,487,872,0,1
0,474,600,164,1,487,872,0,1
0,474,600,164,1,487,872,0,1
0,447,604,151,1,503,816,1,1
0,447,604,151,1,503,816,1,1
0,447,604,151,1,503,816,1,1
0,447,604,151,1,503,816,1,1
0,447,604,151,1,503,816,1,1
0,447,604,151,1,503,816,1,1
0,538,591,233,1,470,868,0,1
0,538,591,233,1,470,868,0,1
0,538,591,233,1,470,868,0,1
0,538,591,233,1,470,868,0,1
0,538,591,233,1,470,868,0,1
0,538,591,233,1,470,868,0,1
0,538,591,233,1,487,281,2,1
0,538,591,233,1,487,281,2,1
0,538,591,233,1,487,281,2,1
0,538,591,233,1,487,281,2,1
0,538,591,233,1,487,281,2,1
0,538,591,233,1,487,281,2,1
0,506,595,192,1,470,871,0,1
0,506,595,192,1,470,871,0,1
0,506,595,192,1,470,871,0,1
0,506,595,192,1,470,871,0,1
0,506,595,192,1,470,871,0,1
0,506,595,192,1,470,871,0,1
0,383,663,219,1,682,687,5,3
0,383,663,219,1,682,687,5,3
0,383,663,219,1,682,687,5,3
0,383,663,219,1,682,687,5,3
0,383,663,219,1,682,687,5,3
0,383,663,219,1,682,687,5,3
0,468,577,233,1,714,289,3,3
0,468,577,233,1,714,289,3,3
0,468,577,233,1,714,289,3,3
0,468,577,233,1,714,289,3,3
0,468,577,233,1,714,289,3,3
0,468,577,233,1,714,289,3,3
0,468,577,233,1,698,260,7,3
0,468,577,233,1,698,260,7,3
0,468,577,233,1,698,260,7,3
0,468,577,233,1,698,260,7,3
0,468,577,233,1,698,260,7,3
0,468,577,233,1,698,260,7,3
0,410,581,240,1,746,237,11,3
0,410,581,240,1,746,237,11,3
0,410,581,240,1,746,237,11,3
0,410,581,240,1,746,237,11,3
0,410,581,240,1,746,237,11,3
0,410,581,240,1,746,237,11,3
0,410,541,192,0,341,786,6,3
0,410,541,192,0,341,786,6,3
0,410,541,192,0,341,786,6,3
0,410,541,192,0,341,786,6,3
0,410,541,192,0,341,786,6,3
0,410,541,192,1,746,67,0,3
0,410,541,192,1,746,67,0,3
0,410,541,192,1,746,67,0,3
0,410,541,192,1,746,67,0,3
0,410,541,192,1,746,67,0,3
0,410,541,192,1,746,67,0,3
0,346,577,336,1,617,990,4,3
0,346,577,336,1,617,990,4,3
0,346,577,336,1,617,990,4,3
0,346,577,336,1,617,990,4,3
0,346,577,336,1,617,990,4,3
0,346,577,336,1,617,990,4,3
0,490,559,302,3,438,153,2,3
0,490,559,302,3,438,153,2,3
0,490,559,302,3,438,153,2,3
0,490,559,302,3,438,153,2,3
0,490,559,302,3,438,153,2,3
0,490,559,302,3,438,153,2,3
0,490,559,302,0,438,333,8,3
0,490,559,302,0,438,333,8,0
0,490,559,302,0,438,333,8,0
0,490,559,302,0,438,333,8,0
0,490,559,302,0,438,333,8,0
0,490,559,302,0,438,333,8,0
0,490,559,302,3,438,250,10,0
0,490,559,302,3,438,250,10,0
0,490,559,302,3,438,250,10,0
0,490,559,302,3,438,250,10,0
0,490,559,302,3,438,250,10,0
0,490,559,302,3,438,250,10,0
0,452,609,219,0,454,22,5,0
0,452,609,219,0,454,22,5,0
0,452,609,219,0,454,22,5,0
0,452,609,219,0,454,22,5,0
0,452,609,219,0,454,22,5,0
0,452,609,219,0,454,22,5,0
0,452,609,219,0,454,113,3,0
0,452,609,219,0,454,113,3,0
0,452,609,219,0,454,113,3,0
0,452,609,219,0,454,113,3,0
0,452,609,219,0,454,113,3,0
0,452,609,219,0,454,113,3,0
0,452,609,219,0,438,306,7,0
0,452,609,219,0,438,306,7,0
0,452,609,219,0,438,306,7,0
0,452,609,219,0,438,306,7,0
0,452,609,219,0,438,306,7,0
0,452,609,219,0,438,306,7,0
0,452,609,219,0,438,894,6,0
0,452,609,219,0,438,894,6,0
0,452,609,219,0,438,894,6,0
0,452,609,219,0,438,894,6,0
0,452,609,219,0,438,894,6,0
0,452,609,219,0,438,894,6,0
0,452,609,219,3,422,242,0,0
0,452,609,219,3,422,242,0,0
0,452,609,219,3,422,242,0,0
0,452,609,219,3,422,242,0,0
0,452,609,219,3,422,242,0,0
0,452,609,219,3,422,242,0,0
0,452,609,219,0,438,159,2,0
0,452,609,219,0,438,159,2,0
0,452,609,219,0,438,159,2,0
0,452,609,219,0,438,159,2,0
0,452,609,219,0,438,159,2,0
0,452,609,219,0,438,159,2,0
0,522,600,247,0,389,71,10,0
0,522,600,247,0,389,71,10,0
0,522,600,247,0,389,71,10,0
0,522,600,247,0,389,71,10,0
0,522,600,247,0,389,71,10,0
0,522,600,247,0,389,71,10,0
0,522,600,247,0,438,40,3,0
0,522,600,247,0,438,40,3,0
0,522,600,247,0,438,40,3,0
0,522,600,247,0,438,40,3,0
0,522,600,247,0,438,40,3,0
0,522,600,247,0,438,40,3,0
0,522,600,247,0,405,709,0,0
0,522,600,247,0,405,709,0,0
0,522,600,247,0,405,709,0,0
0,522,600,247,0,405,709,0,0
0,522,600,247,0,405,709,0,0
0,522,600,247,0,405,709,0,0
0,522,600,247,0,422,62,2,0
0,522,600,247,0,422,62,2,0
0,522,600,247,0,422,62,2,0
0,522,600,247,0,422,62,2,0
0,522,600,247,0,422,62,2,0
0,522,600,247,0,422,62,2,0
0,522,600,247,3,405,85,1,0
0,522,600,247,3,405,85,1,0
0,522,600,247,3,405,85,1,0
0,522,600,247,3,405,85,1,0
0,522,600,247,3,405,85,1,0
0,522,600,247,3,405,85,1,0
0,522,600,247,0,438,898,5,0
0,522,600,247,0,438,898,5,0
0,522,600,247,0,438,898,5,0
0,522,600,247,0,438,898,5,0
0,522,600,247,0,438,898,5,0
0,522,600,247,0,438,898,5,0
0,522,600,247,0,422,256,7,0
0,522,600,247,0,422,256,7,0
0,522,600,247,0,422,256,7,0
0,522,600,247,0,422,256,7,0
0,522,600,247,0,422,256,7,0
0,522,600,247,0,422,256,7,0
0,586,577,281,0,422,969,4,0
0,586,577,281,0,422,969,4,0
0,586,577,281,0,422,969,4,0
0,586,577,281,0,422,969,4,0
0,586,577,281,0,422,969,4,0
0,586,577,281,0,422,969,4,0
0,586,577,281,0,422,616,2,0
0,586,577,281,0,422,616,2,0
0,586,577,281,0,422,616,2,0
0,586,577,281,0,422,616,2,0
0,586,577,281,0,422,616,2,0
0,586,577,281,0,422,616,2,0
0,586,577,281,0,405,684,1,0
0,586,577,281,0,405,684,1,0
0,586,577,281,0,405,684,1,0
0,586,577,281,0,405,684,1,0
0,586,577,281,0,405,684,1,0
0,586,577,281,0,405,684,1,0
0,586,577,281,2,113,200,5,0
0,586,577,281,2,113,200,5,0
0,586,577,281,2,113,200,5,0
0,586,577,281,2,113,200,5,0
0,586,577,281,2,113,200,5,0
0,586,577,281,2,113,200,5,0
0,586,577,281,0,405,755,0,0
0,586,577,281,0,405,755,0,0
0,586,577,281,0,405,755,0,0
0,586,577,281,0,405,755,0,0
0,586,577,281,0,405,755,0,0
0,586,577,281,0,405,755,0,0
0,538,591,254,0,422,700,1,0
0,538,591,254,0,422,700,1,0
0,538,591,254,0,422,700,1,0
0,538,591,254,0,422,700,1,0
0,538,591,254,0,422,700,1,0
0,538,591,254,0,422,700,1,0
0,538,591,254,0,438,908,5,0
0,538,591,254,0,438,908,5,0
0,538,591,254,0,438,908,5,0
0,538,591,254,0,438,908,5,0
0,538,591,254,0,438,908,5,0
0,538,591,254,0,438,908,5,0
0,538,591,254,3,422,950,3,0
0,538,591,254,3,422,950,3,0
0,538,591,254,3,422,950,3,0
0,538,591,254,3,422,950,3,0
0,538,591,254,3,422,950,3,0
0,538,591,254,3,422,950,3,0
0,538,591,254,0,470,863,6,0
0,538,591,254,0,470,863,6,0
0,538,591,254,0,470,863,6,0
0,538,591,254,0,470,863,6,0
0,538,591,254,0,470,863,6,0
0,538,591,254,0,470,863,6,0
0,538,591,254,0,438,779,0,0
0,538,591,254,0,438,779,0,0
0,538,591,254,0,438,779,0,0
0,538,591,254,0,438,779,0,0
0,538,591,254,0,438,779,0,0
0,538,591,254,0,438,779,0,0
0,538,591,254,0,389,993,2,0
0,538,591,254,0,389,993,2,0
0,538,591,254,0,389,993,2,0
0,538,591,254,0,389,993,2,0
0,538,591,254,0,389,993,2,0
0,538,591,254,0,389,993,2,0
0,538,591,254,2,405,891,8,0
0,538,591,254,2,405,891,8,0
0,538,591,254,2,405,891,8,0
0,538,591,254,2,405,891,8,0
0,538,591,254,2,405,891,8,0
0,538,591,254,2,405,891,8,0
0,634,541,178,0,389,728,1,0
0,634,541,178,0,389,728,1,0
0,634,541,178,0,389,728,1,0
0,634,541,178,0,389,728,1,0
0,634,541,178,0,389,728,1,0
0,634,541,178,0,389,728,1,0
0,634,541,178,2,454,812,10,0
0,634,541,178,2,454,812,10,0
0,634,541,178,2,454,812,10,0
0,634,541,178,2,454,812,10,0
0,634,541,178,2,454,812,10,0
0,634,541,178,2,454,812,10,0
0,607,550,61,2,487,938,5,0
0,607,550,61,2,487,938,5,0
0,607,550,61,2,487,938,5,0
0,607,550,61,2,487,938,5,0
0,607,550,61,2,487,938,5,0
0,607,550,61,2,487,938,5,0
0,607,550,61,2,470,22,3,0
0,607,550,61,2,470,22,3,0
0,607,550,61,2,470,22,3,0
0,607,550,61,2,470,22,3,0
0,607,550,61,2,470,22,3,0
0,607,550,61,2,470,22,3,0
0,607,550,61,2,470,20,3,0
0,607,550,61,2,470,20,3,0
0,607,550,61,2,470,20,3,0
0,607,550,61,2,470,20,3,0
0,607,550,61,2,470,20,3,0
0,607,550,61,2,470,20,3,0
0,623,531,82,0,389,807,0,0
0,623,531,82,0,389,807,0,0
0,623,531,82,0,389,807,0,0
0,623,531,82,0,389,807,0,0
0,623,531,82,0,389,807,0,0
0,623,531,82,0,389,807,0,0
0,623,531,82,2,438,923,4,0
0,623,531,82,2,438,923,4,0
0,623,531,82,2,438,923,4,0
0,623,531,82,2,438,923,4,0
0,623,531,82,2,438,923,4,0
0,623,531,82,2,438,923,4,0
0,666,550,205,0,405,35,8,0
0,666,550,205,0,405,35,8,0
0,666,550,205,0,405,35,8,0
0,666,550,205,0,405,35,8,0
0,666,550,205,0,405,35,8,0
0,666,550,205,0,405,35,8,0
0,666,550,205,3,454,194,1,0
0,666,550,205,3,454,194,1,0
0,666,550,205,3,454,194,1,0
0,666,550,205,3,454,194,1,0
0,666,550,205,3,454,194,1,0
0,666,550,205,3,454,194,1,0
0,666,550,205,3,357,66,10,0
0,666,550,205,3,357,66,10,0
0,666,550,205,3,357,66,10,0
0,666,550,205,3,357,66,10,0
0,666,550,205,3,357,66,10,0
0,666,550,205,3,357,66,10,0
0,607,581,302,0,405,156,3,0
0,607,581,302,0,405,156,3,0
0,607,581,302,0,405,156,3,0
0,607,581,302,0,405,156,3,0
0,607,581,302,0,405,156,3,0
0,607,581,302,0,405,156,3,0
0,607,581,302,3,357,995,6,0
0,607,581,302,3,357,995,6,0
0,607,581,302,3,357,995,6,0
0,607,581,302,3,357,995,6,0
0,607,581,302,3,357,995,6,0
0,607,581,302,3,357,995,6,0
0,607,581,302,0,389,258,4,0
0,607,581,302,0,389,258,4,0
0,607,581,302,0,389,258,4,0
0,607,581,302,0,389,258,4,0
0,607,581,302,0,389,258,4,0
0,607,581,302,0,389,258,4,0
0,607,581,302,0,389,0,1,0
0,607,581,302,0,389,0,1,0
0,607,581,302,0,389,0,1,0
0,607,581,302,0,389,0,1,0
0,607,581,302,0,389,0,1,0
0,607,581,302,0,389,0,1,0
0,506,600,308,0,389,944,2,0
0,506,600,308,0,389,944,2,0
0,506,600,308,0,389,944,2,0
0,506,600,308,0,389,944,2,0
0,506,600,308,0,389,944,2,0
0,506,600,308,0,389,944,2,0
0,506,600,308,2,146,716,3,0
0,506,600,308,2,146,716,3,0
0,506,600,308,2,146,716,3,0
0,506,600,308,2,146,716,3,0
0,506,600,308,2,146,716,3,0
0,506,600,308,2,146,716,3,0
0,506,600,308,2,129,730,2,0
0,506,600,308,2,129,730,2,0
0,506,600,308,2,129,730,2,0
0,506,600,308,2,129,730,2,0
0,506,600,308,2,129,730,2,0
0,506,600,308,2,129,730,2,0
0,506,600,308,0,405,172,6,0
0,506,600,308,0,405,172,6,0
0,506,600,308,0,405,172,6,0
0,506,600,308,0,405,172,6,0
0,506,600,308,0,405,172,6,0
0,506,600,308,0,405,172,6,0
0,506,600,308,0,389,949,2,0
0,506,600,308,0,389,949,2,0
0,506,600,308,0,389,949,2,0
0,506,600,308,0,389,949,2,0
0,506,600,308,0,389,949,2,0
0,506,600,308,0,389,949,2,0
0,506,600,308,2,146,888,9,0
0,506,600,308,2,146,888,9,0
0,506,600,308,2,146,888,9,0
0,506,600,308,2,146,888,9,0
0,506,600,308,2,146,888,9,0
0,506,600,308,2,146,888,9,0
0,602,568,350,0,405,825,4,0
0,602,568,350,0,405,825,4,0
0,602,568,350,0,405,825,4,0
0,602,568,350,0,405,825,4,0
0,602,568,350,0,405,825,4,0
0,602,568,350,0,405,825,4,0
0,602,568,350,0,357,1021,9,0
0,602,568,350,0,357,1021,9,0
0,602,568,350,0,357,1021,9,0
0,602,568,350,0,357,1021,9,0
0,602,568,350,0,357,1021,9,0
0,602,568,350,0,357,1021,9,0
0,602,568,350,2,227,802,7,0
0,602,568,350,2,227,802,7,0
0,602,568,350,2,227,802,7,0
0,602,568,350,2,227,802,7,0
0,602,568,350,2,227,802,7,0
0,602,568,350,2,227,802,7,0
0,602,568,350,0,438,807,0,0
0,602,568,350,0,438,807,0,0
0,602,568,350,0,438,807,0,0
0,602,568,350,0,438,807,0,0
0,602,568,350,0,438,807,0,0
0,602,568,350,0,438,807,0,0
0,602,568,350,0,454,997,4,0
0,602,568,350,0,454,997,4,0
0,602,568,350,0,454,997,4,0
0,602,568,350,0,454,997,4,0
0,602,568,350,0,454,997,4,0
0,602,568,350,0,454,997,4,0
0,602,568,350,2,113,796,8,0
0,602,568,350,2,113,796,8,0
0,602,568,350,2,113,796,8,0
0,602,568,350,2,113,796,8,0
0,602,568,350,2,113,796,8,0
0,602,568,350,2,113,796,8,0
0,511,595,322,2,162,883,7,0
0,511,595,322,2,162,883,7,0
0,511,595,322,2,162,883,7,0
0,511,595,322,2,162,883,7,0
0,511,595,322,2,162,883,7,0
0,511,595,322,2,162,883,7,0
0,511,595,322,2,81,436,4,0
0,511,595,322,2,81,436,4,0
0,511,595,322,2,81,436,4,0
0,511,595,322,2,81,436,4,0
0,511,595,322,2,81,436,4,0
0,511,595,322,2,81,436,4,0
0,511,595,322,2,162,923,5,0
0,511,595,322,2,162,923,5,0
0,511,595,322,2,162,923,5,0
0,511,595,322,2,162,923,5,0
0,511,595,322,2,162,923,5,0
0,511,595,322,2,162,923,5,0
0,490,609,308,0,438,838,0,0
0,490,609,308,0,438,838,0,0
0,490,609,308,0,438,838,0,0
0,490,609,308,0,438,838,0,0
0,490,609,308,0,438,838,0,0
0,490,609,308,0,438,838,0,0
0,490,609,308,2,211,939,4,0
0,490,609,308,2,211,939,4,0
0,490,609,308,2,211,939,4,0
0,490,609,308,2,211,939,4,0
0,490,609,308,2,211,939,4,0
0,490,609,308,2,211,939,4,0
0,490,609,308,2,146,90,1,0
0,490,609,308,2,146,90,1,0
0,490,609,308,2,146,90,1,0
0,490,609,308,2,146,90,1,0
0,490,609,308,2,146,90,1,0
0,490,609,308,2,146,90,1,0
0,490,609,308,0,389,916,3,0
0,490,609,308,0,389,916,3,0
0,490,609,308,0,389,916,3,0
0,490,609,308,0,389,916,3,0
0,490,609,308,0,389,916,3,0
0,490,609,308,0,389,916,3,0
0,490,609,308,0,405,187,6,0
0,490,609,308,0,405,187,6,0
0,490,609,308,0,405,187,6,0
0,490,609,308,0,405,187,6,0
0,490,609,308,0,405,187,6,0
0,490,609,308,0,405,187,6,0
0,559,618,329,3,454,957,2,0
0,559,618,329,3,454,957,2,0
0,559,618,329,3,454,957,2,0
0,559,618,329,3,454,957,2,0
0,559,618,329,3,454,957,2,0
0,559,618,329,3,454,957,2,0
0,559,618,329,0,422,63,2,0
0,559,618,329,0,422,63,2,0
0,559,618,329,0,422,63,2,0
0,559,618,329,0,422,63,2,0
0,559,618,329,0,422,63,2,0
0,559,618,329,0,422,63,2,0
0,559,618,329,3,422,36,1,0
0,559,618,329,3,422,36,1,0
0,559,618,329,3,422,36,1,0
0,559,618,329,3,422,36,1,0
0,559,618,329,3,422,36,1,0
0,559,618,329,3,422,36,1,0
0,559,618,329,0,438,889,5,0
0,559,618,329,0,438,889,5,0
0,559,618,329,0,438,889,5,0
0,559,618,329,0,438,889,5,0
0,559,618,329,0,438,889,5,0
0,559,618,329,0,438,889,5,0
0,559,618,329,0,438,906,5,0
0,559,618,329,0,438,906,5,0
0,559,618,329,0,438,906,5,0
0,559,618,329,0,438,906,5,0
0,559,618,329,0,438,906,5,0
0,559,618,329,0,438,906,5,0
0,559,618,329,2,162,1021,3,0
0,559,618,329,2,162,1021,3,0
0,559,618,329,2,162,1021,3,0
0,559,618,329,2,162,1021,3,0
0,559,618,329,2,162,1021,3,0
0,559,618,329,2,162,1021,3,0
0,559,618,329,3,405,103,6,0
0,559,618,329,3,405,103,6,0
0,559,618,329,3,405,103,6,0
0,559,618,329,3,405,103,6,0
0,559,618,329,3,405,103,6,0
0,559,618,329,3,405,103,6,0
0,559,618,329,0,405,740,0,0
0,559,618,329,0,405,740,0,0
0,559,618,329,0,405,740,0,0
0,559,618,329,0,405,740,0,0
0,559,618,329,0,405,740,0,0
0,559,618,329,0,405,740,0,0
0,516,604,281,0,422,77,2,0
0,516,604,281,0,422,77,2,0
0,516,604,281,0,422,77,2,0
0,516,604,281,0,422,77,2,0
0,516,604,281,0,422,77,2,0
0,516,604,281,0,422,77,2,0
0,516,604,281,3,389,981,8,0
0,516,604,281,3,389,981,8,0
0,516,604,281,3,389,981,8,0
0,516,604,281,3,389,981,8,0
0,516,604,281,3,389,981,8,0
0,516,604,281,3,389,981,8,0
0,516,604,281,3,422,996,1,0
0,516,604,281,3,422,996,1,0
0,516,604,281,3,422,996,1,0
0,516,604,281,3,422,996,1,0
0,516,604,281,3,422,996,1,0
0,516,604,281,3,422,996,1,0
0,516,604,281,0,389,107,9,0
0,516,604,281,0,389,107,9,0
0,516,604,281,0,389,107,9,0
0,516,604,281,0,389,107,9,0
0,516,604,281,0,389,107,9,0
0,516,604,281,0,389,107,9,0
0,516,604,281,0,438,374,5,0
0,516,604,281,0,438,374,5,0
0,516,604,281,0,438,374,5,0
0,516,604,281,0,438,374,5,0
0,516,604,281,0,438,374,5,0
0,516,604,281,0,438,374,5,0
0,516,604,281,0,422,8,3,0
0,516,604,281,0,422,8,3,0
0,516,604,281,0,422,8,3,0
0,516,604,281,0,422,8,3,0
0,516,604,281,0,422,8,3,0
0,516,604,281,0,422,8,3,0
0,618,563,343,3,422,41,0,0
0,618,563,343,3,422,41,0,0
0,618,563,343,3,422,41,0,0
0,618,563,343,3,422,41,0,0
0,618,563,343,3,422,41,0,0
0,618,563,343,3,422,41,0,0
0,618,563,343,3,422,751,4,0
0,618,563,343,3,422,751,4,0
0,618,563,343,3,422,751,4,0
0,618,563,343,3,422,751,4,0
0,618,563,343,3,422,751,4,0
0,618,563,343,3,422,751,4,0
0,618,563,343,0,422,90,2,0
0,618,563,343,0,422,90,2,0
0,618,563,343,0,422,90,2,0
0,618,563,343,0,422,90,2,0
0,618,563,343,0,422,90,2,0
0,618,563,343,0,422,90,2,0
0,618,563,343,0,405,180,8,0
0,618,563,343,0,405,180,8,0
0,618,563,343,0,405,180,8,0
0,618,563,343,0,405,180,8,0
0,618,563,343,0,405,180,8,0
0,618,563,343,0,405,180,8,0
0,618,563,343,0,405,161,1,0
0,618,563,343,0,405,161,1,0
0,618,563,343,0,405,161,1,0
0,618,563,343,0,405,161,1,0
0,618,563,343,0,405,161,1,0
0,618,563,343,0,405,161,1,0
0,618,563,343,0,373,111,9,0
0,618,563,343,0,373,111,9,0
0,618,563,343,0,373,111,9,0
0,618,563,343,0,373,111,9,0
0,618,563,343,0,373,111,9,0
0,618,563,343,0,373,111,9,0
0,618,563,343,3,405,668,5,0
0,618,563,343,3,405,668,5,0
0,618,563,343,3,405,668,5,0
0,618,563,343,3,405,668,5,0
0,618,563,343,3,405,668,5,0
0,618,563,343,3,405,668,5,0
0,618,563,343,2,129,985,3,0
0,618,563,343,2,129,985,3,0
0,618,563,343,2,129,985,3,0
0,618,563,343,2,129,985,3,0
0,618,563,343,2,129,985,3,0
0,618,563,343,2,129,985,3,0
0,618,563,343,0,341,995,11,0
0,618,563,343,0,341,995,11,0
0,618,563,343,0,341,995,11,0
0,618,563,343,0,341,995,11,0
0,618,563,343,0,341,995,11,0
0,618,563,343,0,341,995,11,0
0,500,600,288,2,194,959,4,0
0,500,600,288,2,194,959,4,0
0,500,600,288,2,194,959,4,0
0,500,600,288,2,194,959,4,0
0,500,600,288,2,194,959,4,0
0,500,600,288,2,194,959,4,0
0,500,600,288,2,146,37,2,0
0,500,600,288,2,146,37,2,0
0,500,600,288,2,146,37,2,0
0,500,600,288,2,146,37,2,0
0,500,600,288,2,146,37,2,0
0,500,600,288,2,146,37,2,0
0,500,600,288,0,357,47,1,0
0,500,600,288,0,357,47,1,0
0,500,600,288,0,357,47,1,0
0,500,600,288,0,357,47,1,0
0,500,600,288,0,357,47,1,0
0,500,600,288,0,357,47,1,0
0,500,600,288,0,405,285,5,0
0,500,600,288,0,405,285,5,0
0,500,600,288,0,405,285,5,0
0,500,600,288,0,405,285,5,0
0,500,600,288,0,405,285,5,0
0,500,600,288,0,405,285,5,0
0,500,600,288,0,405,432,3,0
0,500,600,288,0,405,432,3,0
0,500,600,288,0,405,432,3,0
0,500,600,288,0,405,432,3,0
0,500,600,288,0,405,432,3,0
0,500,600,288,0,405,432,3,0
0,500,600,288,3,438,36,0,0
0,500,600,288,3,438,36,0,0
0,500,600,288,3,438,36,0,0
0,500,600,288,3,438,36,0,0
0,500,600,288,3,438,36,0,0
0,500,600,288,3,438,36,0,0
0,500,600,288,0,389,895,4,0
0,500,600,288,0,389,895,4,0
0,500,600,288,0,389,895,4,0
0,500,600,288,0,389,895,4,0
0,500,600,288,0,389,895,4,0
0,500,600,288,0,389,895,4,0
0,538,595,260,3,292,320,11,0
0,538,595,260,3,292,320,11,0
0,538,595,260,3,292,320,11,0
0,538,595,260,3,292,320,11,0
0,538,595,260,3,292,320,11,0
0,538,595,260,3,292,320,11,0
0,538,595,260,0,357,86,1,0
0,538,595,260,0,357,86,1,0
0,538,595,260,0,357,86,1,0
0,538,595,260,0,357,86,1,0
0,538,595,260,0,357,86,1,0
0,538,595,260,0,357,86,1,0
0,538,595,260,0,389,747,6,0
0,538,595,260,0,389,747,6,0
0,538,595,260,0,389,747,6,0
0,538,595,260,0,389,747,6,0
0,538,595,260,0,389,747,6,0
0,538,595,260,0,389,747,6,0
0,538,595,260,0,389,14,2,0
0,538,595,260,0,389,14,2,0
0,538,595,260,0,389,14,2,0
0,538,595,260,0,389,14,2,0
0,538,595,260,0,389,14,2,0
0,538,595,260,0,389,14,2,0
0,538,595,260,0,389,966,3,0
0,538,595,260,0,389,966,3,0
0,538,595,260,0,389,966,3,0
0,538,595,260,0,389,966,3,0
0,538,595,260,0,389,966,3,0
0,538,595,260,0,389,966,3,0
0,538,595,260,0,405,900,4,0
0,538,595,260,0,405,900,4,0
0,538,595,260,0,405,900,4,0
0,538,595,260,0,405,900,4,0
0,538,595,260,0,405,900,4,0
0,538,595,260,0,405,900,4,0
0,538,595,260,2,113,829,1,0
0,538,595,260,2,113,829,1,0
0,538,595,260,2,113,829,1,0
0,538,595,260,2,113,829,1,0
0,538,595,260,2,113,829,1,0
0,538,595,260,2,113,829,1,0
0,538,591,247,0,389,814,4,0
0,538,591,247,0,389,814,4,0
0,538,591,247,0,389,814,4,0
0,538,591,247,0,389,814,4,0
0,538,591,247,0,389,814,4,0
0,538,591,247,0,389,814,4,0
0,538,591,247,0,389,866,8,0
0,538,591,247,0,389,866,8,0
0,538,591,247,0,389,866,8,0
0,538,591,247,0,389,866,8,0
0,538,591,247,0,389,866,8,0
0,538,591,247,0,389,866,8,0
0,708,559,466,3,422,961,10,0
0,708,559,466,3,422,961,10,0
0,708,559,466,3,422,961,10,0
0,708,559,466,3,422,961,10,0
0,708,559,466,3,422,961,10,0
0,708,559,466,3,422,961,10,0
0,708,559,466,3,438,180,5,0
0,708,559,466,3,438,180,5,0
0,708,559,466,3,438,180,5,0
0,708,559,466,3,438,180,5,0
0,708,559,466,3,438,180,5,0
0,708,559,466,3,438,180,5,0
0,815,350,370,0,129,144,11,2
0,815,350,370,0,129,144,11,2
0,815,350,370,0,129,144,11,2
0,815,350,370,0,129,144,11,2
0,815,350,370,0,129,144,11,2
0,815,350,370,3,308,211,6,2
0,815,350,370,3,308,211,6,2
0,815,350,370,3,308,211,6,2
0,815,350,370,3,308,211,6,2
0,815,350,370,3,308,211,6,2
0,815,350,370,3,308,211,6,2
0,815,350,370,0,422,57,0,2
0,815,350,370,0,422,57,0,2
0,815,350,370,0,422,57,0,2
0,815,350,370,0,422,57,0,2
0,815,350,370,0,422,57,0,2
0,815,350,370,0,422,57,0,2
0,815,350,370,2,422,897,4,2
0,815,350,370,2,422,897,4,2
0,815,350,370,2,422,897,4,2
0,815,350,370,2,422,897,4,2
0,815,350,370,2,422,897,4,2
0,815,350,370,2,422,897,4,2
0,815,350,370,2,405,984,2,2
0,815,350,370,2,405,984,2,2
0,815,350,370,2,405,984,2,2
0,815,350,370,2,405,984,2,2
0,815,350,370,2,405,984,2,2
0,815,350,370,2,405,984,2,2
0,863,240,260,0,454,943,1,2
0,863,240,260,0,454,943,1,2
0,863,240,260,0,454,943,1,2
0,863,240,260,0,454,943,1,2
0,863,240,260,0,454,943,1,2
0,863,240,260,0,454,943,1,2
0,863,240,260,0,389,844,3,2
0,863,240,260,0,389,844,3,2
0,863,240,260,0,389,844,3,2
0,863,240,260,0,389,844,3,2
0,863,240,260,0,389,844,3,2
0,863,240,260,0,389,844,3,2
0,863,240,260,3,97,948,7,2
0,863,240,260,3,97,948,7,2
0,863,240,260,3,97,948,7,2
0,863,240,260,3,97,948,7,2
0,863,240,260,3,97,948,7,2
0,863,240,260,3,97,948,7,2
0,772,250,192,2,535,9,4,2
0,772,250,192,2,535,9,4,2
0,772,250,192,2,535,9,4,2
0,772,250,192,2,535,9,4,2
0,772,250,192,2,535,9,4,2
0,772,250,192,2,535,9,4,2
0,825,341,247,3,405,921,2,2
0,825,341,247,3,405,921,2,2
0,825,341,247,3,405,921,2,2
0,825,341,247,3,405,921,2,2
0,825,341,247,3,405,921,2,2
0,825,341,247,3,405,921,2,2
0,820,172,212,0,438,957,10,2
0,820,172,212,0,438,957,10,2
0,820,172,212,0,438,957,10,2
0,820,172,212,0,438,957,10,2
0,820,172,212,0,438,957,10,2
0,820,172,212,0,438,957,10,2
0,841,218,247,0,470,944,3,2
0,841,218,247,0,470,944,3,2
0,841,218,247,0,470,944,3,2
0,841,218,247,0,470,944,3,2
0,841,218,247,0,470,944,3,2
0,841,218,247,0,470,944,3,2
0,841,218,247,0,470,936,3,2
0,841,218,247,0,470,936,3,2
0,841,218,247,0,470,936,3,2
0,841,218,247,0,470,936,3,2
