feat_0,feat_1,feat_2,feat_3,class
0,763,682,698,1
0,698,730,714,1
0,649,746,714,1
0,633,763,746,1
0,600,730,746,1
0,617,682,730,1
0,568,682,746,1
0,503,779,746,1
0,503,746,795,1
0,503,698,746,1
0,422,763,746,1
0,389,795,828,1
0,422,828,860,1
0,389,714,828,1
0,405,682,811,1
0,373,682,795,1
0,357,746,811,1
0,373,714,811,1
0,373,665,828,1
0,405,698,828,1
0,389,682,795,1
0,373,665,795,1
0,357,682,779,1
0,324,665,779,1
0,324,682,795,1
0,324,682,795,1
0,373,649,779,1
0,357,665,795,1
0,373,665,811,1
0,373,665,779,1
0,357,649,763,1
0,324,649,779,1
0,324,649,779,1
0,341,633,795,1
0,324,649,795,1
0,292,633,763,1
0,292,665,779,1
0,259,649,779,1
0,276,617,795,1
0,292,633,795,1
0,324,617,811,1
0,373,649,746,1
0,438,600,763,1
0,422,617,746,1
0,438,730,746,1
0,470,665,763,1
0,519,665,746,1
0,487,714,714,1
0,470,730,746,1
0,454,746,763,1
0,422,730,730,1
0,422,746,763,1
0,373,763,746,1
0,373,730,714,1
0,373,698,698,1
0,341,714,698,1
0,292,665,665,1
0,243,682,633,1
0,162,714,649,1
0,129,714,746,1
0,113,617,552,1
0,113,633,584,1
0,146,665,649,1
0,162,665,649,1
0,178,682,617,1
0,194,665,584,1
0,194,633,535,1
0,211,584,519,1
0,211,617,535,1
0,194,584,552,1
0,211,600,552,1
0,194,584,568,1
0,178,552,568,1
0,194,584,535,1
0,194,617,552,1
0,194,600,535,1
0,178,600,568,1
0,178,600,568,1
0,194,600,552,1
0,194,600,552,1
0,194,600,552,1
0,194,617,552,1
0,194,600,552,1
0,211,617,552,1
0,194,584,552,1
0,194,600,568,1
0,194,584,568,1
0,178,584,552,1
0,211,584,552,1
0,194,600,552,1
0,178,584,568,1
0,194,584,568,1
0,194,584,552,1
0,178,600,552,1
0,194,617,552,1
0,194,600,552,1
0,178,600,552,1
0,178,584,552,1
0,211,600,568,1
0,194,617,552,1
0,194,617,552,1
0,194,584,552,1
0,178,568,568,1
0,194,600,552,1
0,194,584,552,1
0,211,584,568,1
0,194,600,568,1
0,178,600,552,1
0,211,584,552,1
0,194,584,568,1
0,194,600,552,1
0,194,584,568,1
0,211,600,568,1
0,178,568,552,1
0,194,600,552,1
0,194,584,552,1
0,211,600,552,1
0,211,584,552,1
0,194,584,552,1
0,194,584,568,1
0,178,617,568,1
0,194,600,568,1
0,194,600,568,1
0,211,600,552,1
0,194,584,568,1
0,178,600,552,1
0,178,600,552,1
0,178,617,568,1
0,146,665,600,1
0,129,682,584,1
1,211,633,584,1
1,211,633,584,1
1,227,633,600,1
1,211,633,600,1
1,227,649,584,1
1,227,682,600,1
1,227,665,600,1
1,243,682,584,1
1,243,682,617,1
1,276,682,600,1
1,227,682,584,1
1,243,682,584,1
1,243,649,617,1
1,227,665,584,1
1,259,649,617,1
1,243,665,617,1
1,243,665,584,1
1,227,649,633,1
1,227,665,633,1
1,259,714,633,1
1,243,746,649,1
1,259,763,649,1
1,259,795,649,1
1,292,828,633,1
1,292,828,600,1
1,308,828,600,1
1,292,811,584,1
1,308,779,568,1
1,324,779,584,1
1,324,779,617,1
1,324,746,584,1
1,324,746,584,1
1,324,746,600,1
1,324,665,617,1
1,308,665,649,1
1,292,633,665,1
1,227,568,649,1
1,194,617,665,1
1,162,682,763,1
1,211,649,746,1
1,276,633,763,1
1,259,633,730,1
1,243,714,698,1
1,227,682,730,1
1,211,665,779,1
1,243,633,698,1
1,243,746,746,1
1,227,746,763,1
1,243,698,844,1
1,227,860,860,1
1,373,941,925,1
1,405,876,925,1
1,487,893,893,1
1,519,909,876,1
1,535,844,844,1
1,568,828,844,1
1,568,828,828,1
1,617,682,763,1
1,617,665,714,1
1,665,617,665,1
1,649,568,633,1
1,649,552,584,1
1,617,487,552,1
1,600,454,519,1
1,568,373,487,1
1,568,308,454,1
1,535,0,584,1
1,584,373,584,1
1,617,243,649,1
1,649,341,617,1
1,600,308,763,1
1,617,454,909,1
1,633,292,941,1
1,714,324,958,1
1,698,324,941,1
1,665,292,958,1
1,682,503,958,1
1,730,600,876,1
1,730,552,730,1
1,730,389,600,1
1,763,373,470,1
1,714,211,454,1
1,746,81,405,1
1,454,0,698,1
1,633,470,535,1
1,617,292,600,1
1,649,470,568,1
1,617,324,665,1
1,649,308,844,1
1,649,211,876,1
1,649,324,844,1
1,682,357,844,1
1,649,243,828,1
1,665,454,893,1
1,714,503,811,1
1,763,519,714,1
1,763,357,617,1
1,746,324,535,1
1,698,341,470,1
1,714,194,438,1
1,714,64,373,1
1,649,113,324,1
1,568,194,487,1
1,617,292,633,1
1,698,341,682,1
1,665,292,698,1
1,682,259,698,1
1,698,211,682,1
1,698,227,746,1
1,665,243,763,1
1,617,243,746,1
1,600,227,730,1
1,568,227,763,1
1,633,422,811,1
1,714,487,763,1
1,746,487,746,1
1,779,438,649,1
1,811,243,535,1
1,795,162,405,1
1,746,0,389,1
1,633,454,487,1
1,633,357,600,1
1,649,373,649,1
1,633,292,649,1
1,649,211,730,1
1,617,276,795,1
1,617,243,746,1
1,584,146,698,1
1,584,276,828,1
1,617,454,860,1
1,714,519,811,1
1,763,600,730,1
1,746,389,730,1
1,763,341,568,1
1,795,162,454,1
1,893,64,259,1
1,698,341,454,1
1,665,194,617,1
1,633,357,746,1
1,649,341,714,1
1,649,243,714,1
1,633,308,828,1
1,633,308,876,1
1,665,292,893,1
1,633,259,714,1
1,698,357,779,1
1,665,373,746,1
1,746,519,746,1
1,698,276,633,1
1,714,292,552,1
1,746,243,503,1
1,698,129,438,1
1,438,32,519,1
1,600,194,617,1
1,617,292,682,1
1,600,405,730,1
1,617,292,876,1
1,633,324,941,1
1,665,308,860,1
1,665,259,958,1
1,698,535,974,1
1,730,584,876,1
1,730,535,763,1
1,714,487,682,1
1,698,405,633,1
1,682,243,617,1
1,665,211,600,1
1,682,162,568,1
1,568,0,941,1
1,665,389,730,1
1,682,227,746,1
1,698,341,714,1
1,665,454,795,1
1,633,324,876,1
1,617,211,909,1
1,682,487,828,1
1,779,503,633,1
1,730,357,584,1
1,746,373,584,1
1,682,259,535,1
1,633,194,535,1
1,438,276,405,1
1,389,405,633,1
1,503,146,714,1
1,617,178,633,1
1,649,276,584,1
1,730,259,519,1
1,665,0,665,1
1,617,178,665,1
1,682,178,617,1
1,698,113,649,1
1,714,259,633,1
1,714,308,600,1
1,698,276,487,1
1,665,405,503,1
1,454,32,1006,1
1,487,487,990,1
1,698,129,665,1
1,730,227,535,1
1,649,0,568,1
1,617,0,633,1
1,633,341,633,1
1,649,113,600,1
1,633,194,584,1
1,714,276,600,1
1,698,308,535,1
1,600,308,454,1
1,259,438,389,1
1,470,698,568,1
1,617,97,552,1
1,763,422,422,1
1,665,16,357,1
1,682,0,519,1
1,665,113,584,1
1,633,259,600,1
1,633,97,600,1
1,682,211,600,1
1,665,227,584,1
1,617,194,519,1
1,584,341,519,1
1,649,0,600,1
1,633,503,698,1
1,633,194,438,1
1,698,373,422,1
1,649,81,341,1
1,698,0,276,1
1,698,32,341,1
1,714,178,503,1
1,617,276,584,1
1,617,97,633,1
1,617,162,535,1
1,568,129,454,1
1,568,324,470,1
1,357,487,324,1
1,470,714,649,1
1,568,178,454,1
1,665,211,389,1
1,649,292,292,1
1,763,259,308,1
1,714,0,227,1
1,730,64,276,1
1,730,341,600,1
1,682,503,665,1
1,698,194,714,1
1,649,227,665,1
1,633,162,519,1
1,600,259,503,1
1,568,0,665,1
1,503,487,665,1
1,584,178,519,1
1,617,129,389,1
1,633,438,308,1
1,698,0,308,1
1,698,194,438,1
1,682,373,649,1
1,730,292,584,1
1,730,178,600,1
1,682,292,682,1
1,698,129,584,1
1,714,308,519,1
1,779,0,811,1
1,633,211,763,1
1,665,178,600,1
1,746,211,519,1
1,698,0,568,1
1,665,373,617,1
1,730,259,584,1
1,714,178,568,1
1,714,211,584,1
1,682,389,617,1
1,682,194,617,1
1,714,324,470,1
1,438,146,828,1
1,682,633,584,1
1,682,194,617,1
1,682,16,633,1
1,617,162,600,1
1,698,389,665,1
1,698,178,649,1
1,698,324,682,1
1,698,389,714,1
1,698,276,698,1
1,665,292,568,1
1,454,519,454,1
1,682,682,568,1
1,649,292,665,1
1,682,276,746,1
1,617,16,665,1
1,649,32,682,1
1,682,194,617,1
1,698,178,633,1
1,714,292,682,1
1,698,324,730,1
1,665,324,714,1
1,698,503,665,1
1,665,519,682,1
1,535,276,893,1
1,568,308,909,1
1,617,341,698,1
1,682,276,746,1
1,665,81,730,1
1,600,48,698,1
1,600,48,714,1
1,665,81,746,1
1,698,178,698,1
1,730,292,714,1
1,714,227,714,1
1,714,438,584,1
1,698,487,682,1
1,682,357,730,1
1,682,341,503,1
1,600,552,503,1
1,584,162,795,1
1,600,194,893,1
1,649,373,665,1
1,698,211,714,1
1,698,373,746,1
1,633,341,860,1
1,633,405,941,1
1,617,292,909,1
1,600,324,893,1
1,665,568,941,1
1,682,552,811,1
1,746,519,746,1
1,730,470,698,1
1,714,341,600,1
1,714,292,519,1
1,714,113,470,1
1,714,32,357,1
1,649,600,503,1
1,568,113,617,1
1,633,357,682,1
1,665,405,698,1
1,633,292,763,1
1,633,276,893,1
1,633,259,941,1
1,649,292,990,1
1,649,405,860,1
1,600,227,860,1
1,600,324,893,1
1,617,438,763,1
1,714,438,649,1
1,730,438,600,1
1,698,259,470,1
1,730,243,357,1
1,714,211,243,1
1,503,0,373,1
1,617,373,503,1
1,633,438,682,1
1,665,357,633,1
1,714,211,682,1
1,714,194,665,1
1,746,194,649,1
1,730,194,714,1
1,682,178,730,1
1,649,243,828,1
1,665,259,811,1
1,617,243,828,1
1,600,276,860,1
1,665,617,860,1
1,682,422,698,1
1,730,373,633,1
1,730,324,535,1
1,746,129,422,1
1,714,97,341,1
1,682,438,454,1
1,552,341,584,1
1,617,292,649,1
1,633,292,665,1
1,665,211,665,1
1,649,162,730,1
1,649,194,828,1
1,665,292,909,1
1,682,243,811,1
1,617,308,844,1
1,682,519,860,1
1,682,535,763,1
1,714,470,649,1
1,730,389,568,1
1,714,308,519,1
1,714,162,438,1
1,795,16,487,1
1,746,552,470,1
1,633,162,649,1
1,649,373,600,1
1,633,308,649,1
1,617,292,779,1
1,649,227,876,1
1,649,162,893,1
1,698,146,828,1
1,584,48,876,1
1,649,389,990,1
1,633,389,860,1
1,682,519,795,1
1,698,487,714,1
1,730,487,698,1
1,746,357,552,1
1,763,243,487,1
1,811,470,259,1
1,763,113,373,1
1,617,64,568,1
1,633,276,535,1
1,665,324,552,1
1,584,276,682,1
1,552,292,811,1
1,682,292,844,1
1,568,0,795,1
1,584,227,958,1
1,665,389,893,1
1,714,454,730,1
1,746,535,714,1
1,730,487,665,1
1,746,324,600,1
1,779,178,487,1
1,746,162,438,1
1,763,32,341,1
1,633,357,503,1
1,649,211,649,1
1,682,243,584,1
1,682,308,633,1
1,649,276,698,1
1,617,308,844,1
1,584,308,811,1
1,552,97,633,1
1,568,259,779,1
1,682,470,763,1
1,811,389,682,1
1,811,422,649,1
1,795,454,682,1
1,811,276,552,1
1,811,146,454,1
1,795,97,438,1
1,698,0,665,1
1,714,535,568,1
1,649,227,714,1
1,665,389,600,1
1,633,357,779,1
1,649,405,811,1
1,649,292,828,1
1,649,357,893,1
1,665,422,941,1
1,617,64,844,1
1,584,422,974,1
1,649,552,909,1
1,682,584,779,1
1,714,503,665,1
1,730,454,568,1
1,698,292,519,1
1,730,162,422,1
1,746,162,357,1
1,730,0,552,1
1,746,584,487,1
1,633,178,600,1
1,649,373,665,1
1,633,308,665,1
1,665,308,811,1
1,649,292,828,1
1,714,292,941,1
1,600,16,974,1
1,600,357,1023,1
1,617,438,990,1
1,665,519,909,1
1,714,584,811,1
1,746,584,730,1
1,730,487,698,1
1,730,422,617,1
1,746,389,552,1
1,763,178,487,1
1,714,243,470,1
1,649,0,584,1
1,665,276,600,1
1,665,341,746,1
1,665,405,698,1
1,649,341,714,1
1,633,373,617,1
1,600,389,714,1
1,503,308,633,1
1,438,97,714,1
1,454,373,763,1
1,438,438,746,1
1,503,470,682,1
1,503,487,682,1
1,535,568,682,1
1,600,617,682,1
1,649,584,698,1
1,649,730,746,1
1,682,714,714,1
1,682,811,730,1
1,730,795,763,1
1,698,811,698,1
1,665,893,763,1
1,665,844,746,1
1,649,763,698,1
1,568,958,909,1
1,568,958,941,1
1,341,665,535,1
1,259,1023,730,1
1,405,1006,682,1
1,308,844,552,1
1,357,1006,584,1
1,389,958,584,1
1,422,860,649,1
1,357,811,617,1
1,324,909,584,1
1,324,844,552,1
1,292,811,584,1
1,292,828,617,1
1,308,828,633,1
1,324,844,568,1
1,308,860,568,1
1,341,828,584,1
1,373,811,568,1
1,357,779,617,1
1,357,779,633,1
1,341,763,665,1
1,341,730,649,1
1,308,763,649,1
1,276,763,649,1
1,276,811,633,1
1,259,730,665,1
1,292,746,649,1
1,292,746,633,1
1,276,698,633,1
1,276,746,617,1
1,243,682,649,1
1,259,682,649,1
1,243,730,665,1
1,259,698,649,1
1,243,665,649,1
1,259,698,665,1
1,211,698,682,1
1,227,714,649,1
1,211,746,682,1
1,243,746,665,1
1,259,746,649,1
1,292,730,665,1
1,341,698,649,1
1,357,698,633,1
1,324,665,649,1
1,357,779,600,1
1,341,763,617,1
1,308,698,665,1
1,308,600,633,1
1,308,682,649,1
1,276,698,633,1
1,227,665,600,1
1,162,698,633,1
1,146,714,600,1
1,146,746,568,1
1,146,746,568,1
1,194,730,552,1
1,194,698,568,1
1,211,698,568,1
1,194,665,535,1
1,211,714,519,1
1,227,698,535,1
1,227,665,535,1
1,227,633,535,1
1,194,665,519,1
1,146,665,552,1
1,178,682,552,1
1,194,665,568,1
1,178,633,568,1
1,211,665,568,1
1,227,649,568,1
1,243,633,600,1
1,259,617,617,1
1,259,617,584,1
1,243,682,617,1
1,259,665,633,1
1,308,763,633,1
1,357,763,633,1
1,324,795,633,1
1,292,763,617,1
1,276,763,649,1
1,211,714,649,1
1,211,714,617,1
1,211,746,617,1
1,178,568,633,1
1,243,617,600,1
1,259,714,617,1
1,227,714,617,1
1,194,649,617,1
1,227,698,600,1
1,227,730,617,1
1,259,730,600,1
1,243,698,617,1
1,276,714,600,1
1,259,714,617,1
1,276,746,617,1
1,276,714,617,1
1,259,665,633,1
1,259,714,633,1
1,259,665,633,1
1,259,665,633,1
1,259,665,633,1
1,259,698,633,1
1,243,682,633,1
1,259,665,633,1
1,243,682,633,1
1,243,682,633,1
1,243,649,633,1
1,211,665,617,1
1,211,633,633,1
1,227,633,600,1
1,227,665,600,1
1,211,665,600,1
1,194,665,633,1
1,211,649,617,1
1,211,633,617,1
1,211,633,600,1
1,227,682,600,1
1,243,665,584,1
1,211,665,584,1
1,194,649,584,1
1,211,665,552,1
1,211,665,568,1
1,211,682,568,1
1,227,665,584,1
1,211,665,568,1
1,211,665,584,1
1,227,649,584,1
1,211,649,600,1
1,211,633,584,1
1,211,665,584,1
1,194,649,568,1
1,227,649,584,1
1,211,665,584,1
1,211,649,584,1
1,227,665,584,1
1,227,649,584,1
1,227,665,584,1
1,243,665,584,1
1,227,649,584,1
1,211,649,584,1
1,211,665,584,1
1,227,649,584,1
1,422,746,730,1
1,422,746,730,1
1,405,746,746,1
1,422,746,763,1
1,405,746,746,1
1,405,746,730,1
1,405,746,730,1
1,405,763,746,1
1,405,763,746,1
1,422,730,746,1
1,422,746,746,1
1,405,763,746,1
1,422,730,746,1
1,405,746,730,1
1,405,746,763,1
1,389,746,746,1
1,422,763,746,1
1,405,746,730,1
1,405,746,730,1
1,422,746,746,1
1,405,746,746,1
1,405,763,746,1
1,405,746,763,1
1,405,746,763,1
1,422,746,763,1
1,405,730,763,1
1,405,730,746,1
1,405,763,763,1
1,389,730,730,1
1,422,730,763,1
1,438,714,763,1
1,438,730,763,1
1,487,730,811,1
1,454,811,844,1
1,454,811,844,1
1,617,860,763,1
1,535,941,795,1
1,519,876,763,1
1,503,795,730,1
1,519,844,714,1
1,519,811,665,1
1,470,811,649,1
1,454,763,649,1
1,422,746,649,1
1,373,698,633,1
1,324,649,633,1
1,276,714,665,1
1,211,665,714,1
1,227,730,779,1
1,324,730,763,1
1,373,779,698,1
1,373,795,698,1
1,405,811,730,1
1,405,763,698,1
1,405,763,763,1
1,373,876,649,1
1,373,828,649,1
1,341,876,714,1
1,373,860,746,1
1,357,876,779,1
1,405,1006,779,1
1,405,941,828,1
1,470,941,795,1
1,503,958,763,1
1,568,828,730,1
1,568,811,746,1
1,600,714,714,1
1,617,584,665,1
1,649,552,600,1
1,649,470,584,1
1,682,422,600,1
1,714,373,617,1
1,714,276,617,1
1,763,259,633,1
1,779,227,633,1
1,795,243,568,1
1,746,373,649,1
1,714,308,698,1
1,779,357,730,1
1,779,470,665,1
1,779,341,665,1
1,698,405,730,1
1,682,422,763,1
1,698,389,779,1
1,698,389,811,1
1,698,389,828,1
1,698,373,811,1
1,633,454,811,1
1,633,470,828,1
1,617,308,860,1
1,617,405,941,1
1,665,600,909,1
1,682,552,860,1
1,698,487,811,1
1,698,503,779,1
1,682,422,698,1
1,714,292,649,1
1,698,292,584,1
1,698,292,535,1
1,811,64,649,1
1,763,405,600,1
1,714,243,682,1
1,682,308,682,1
1,665,292,665,1
1,682,357,665,1
1,633,341,714,1
1,584,276,795,1
1,633,243,811,1
1,600,292,876,1
1,584,276,811,1
1,617,308,811,1
1,552,243,876,1
1,535,438,958,1
1,600,519,893,1
1,665,519,844,1
1,665,405,779,1
1,682,470,698,1
1,698,259,649,1
1,714,259,535,1
1,746,146,454,1
1,600,0,535,1
1,665,389,600,1
1,535,259,714,1
1,584,341,746,1
1,568,292,779,1
1,568,341,795,1
1,568,341,828,1
1,600,324,828,1
1,617,308,860,1
1,633,276,844,1
1,600,292,828,1
1,600,308,828,1
1,568,292,909,1
1,568,438,941,1
1,552,568,925,1
1,617,568,860,1
1,649,454,811,1
1,633,422,682,1
1,682,243,617,1
1,698,162,487,1
1,730,81,405,1
1,617,227,552,1
1,617,243,649,1
1,649,276,665,1
1,633,389,730,1
1,617,308,779,1
1,633,341,763,1
1,617,324,811,1
1,584,243,876,1
1,568,227,828,1
1,552,341,795,1
1,568,259,860,1
1,568,373,925,1
1,568,487,925,1
1,633,584,844,1
1,649,487,828,1
1,649,373,746,1
1,682,324,665,1
1,698,243,552,1
1,779,113,470,1
1,828,32,405,1
1,633,373,617,1
1,633,243,682,1
1,649,259,665,1
1,633,357,617,1
1,584,341,633,1
1,535,405,746,1
1,503,324,795,1
1,487,357,844,1
1,552,178,844,1
1,552,470,893,1
1,535,682,958,1
1,633,617,925,1
1,633,617,779,1
1,730,568,698,1
1,763,454,649,1
1,763,405,633,1
1,746,292,665,1
1,730,324,714,1
1,763,276,763,1
1,714,341,763,1
1,698,438,795,1
1,698,405,779,1
1,779,357,746,1
1,811,535,844,1
1,682,211,876,1
1,665,276,860,1
1,682,259,795,1
1,682,438,779,1
1,698,357,763,1
1,698,373,746,1
1,665,178,714,1
1,665,48,779,1
1,682,308,763,1
1,682,276,828,1
1,714,454,844,1
1,714,389,860,1
1,730,438,746,1
1,730,470,665,1
1,714,487,714,1
1,665,487,714,1
1,649,454,682,1
1,600,178,844,1
1,552,470,860,1
1,568,308,828,1
1,617,438,746,1
1,649,341,730,1
1,649,373,828,1
1,665,341,844,1
1,665,146,860,1
1,633,129,876,1
1,665,292,828,1
1,698,308,860,1
1,698,308,828,1
1,682,422,779,1
1,730,373,730,1
1,714,357,665,1
1,698,454,617,1
1,649,438,682,1
1,633,454,682,1
1,357,146,893,1
1,552,324,795,1
1,600,276,730,1
1,633,373,795,1
1,649,405,811,1
1,633,405,763,1
1,600,276,844,1
1,568,113,909,1
1,600,292,860,1
1,617,276,828,1
1,649,292,795,1
1,682,324,779,1
1,698,292,730,1
1,665,276,665,1
1,730,341,600,1
1,665,357,617,1
1,649,405,633,1
1,633,357,600,1
1,665,259,568,1
1,665,470,584,1
1,584,178,698,1
1,600,389,730,1
1,649,357,617,1
1,746,211,617,1
1,617,0,779,1
1,568,129,844,1
1,649,292,828,1
1,665,276,763,1
1,665,259,763,1
1,665,227,746,1
1,665,211,714,1
1,665,211,568,1
1,665,276,552,1
1,584,373,568,1
1,535,422,373,1
1,600,617,487,1
1,600,276,519,1
1,698,211,503,1
1,682,373,422,1
1,698,16,454,1
1,714,129,584,1
1,746,146,682,1
1,698,405,682,1
1,730,194,746,1
1,763,146,795,1
1,698,194,746,1
1,730,97,649,1
1,698,146,568,1
1,665,243,535,1
1,633,405,535,1
1,568,422,584,1
1,487,227,730,1
1,568,649,665,1
1,584,178,470,1
1,665,324,422,1
1,682,178,422,1
1,682,243,422,1
1,682,211,389,1
1,714,178,422,1
1,730,129,438,1
1,746,146,405,1
1,779,276,503,1
1,860,162,665,1
1,795,389,682,1
1,811,227,682,1
1,795,227,730,1
1,746,243,633,1
1,714,162,584,1
1,682,276,519,1
1,617,324,552,1
1,617,308,552,1
1,519,113,519,1
1,617,146,568,1
1,649,324,405,1
1,682,194,405,1
1,714,324,503,1
1,698,243,470,1
1,763,162,422,1
1,763,211,438,1
1,795,243,503,1
1,795,211,600,1
1,811,341,714,1
1,795,389,730,1
1,844,227,698,1
1,779,308,730,1
1,746,227,649,1
1,682,227,568,1
1,665,227,584,1
1,633,292,584,1
1,633,292,600,1
1,535,113,470,1
1,568,519,584,1
1,649,162,470,1
1,682,194,405,1
1,665,227,308,1
1,698,259,438,1
1,714,211,470,1
1,714,259,438,1
1,714,211,405,1
1,714,227,438,1
1,698,276,470,1
1,698,308,487,1
1,730,211,454,1
1,730,194,405,1
1,779,211,422,1
1,746,438,649,1
1,795,373,746,1
1,811,243,763,1
1,811,243,730,1
1,779,194,682,1
1,746,292,649,1
1,698,259,617,1
1,682,292,600,1
1,665,292,552,1
1,568,0,941,1
1,600,292,779,1
1,649,129,617,1
1,698,389,503,1
1,714,211,503,1
1,698,162,633,1
1,698,146,714,1
1,714,324,746,1
1,714,292,746,1
1,746,292,714,1
1,730,292,730,1
1,714,341,763,1
1,730,259,698,1
1,665,308,584,1
1,665,438,584,1
1,649,308,698,1
1,682,535,811,1
1,600,211,876,1
1,665,324,746,1
1,682,227,649,1
1,698,113,746,1
1,665,162,828,1
1,682,341,811,1
1,714,308,795,1
1,682,341,779,1
1,698,422,795,1
1,682,357,795,1
1,682,324,665,1
1,665,454,649,1
1,617,357,828,1
1,535,438,893,1
1,617,211,746,1
1,665,405,730,1
1,633,308,746,1
1,665,292,795,1
1,682,162,828,1
1,665,276,714,1
1,682,276,763,1
1,714,341,795,1
1,714,389,730,1
1,698,357,779,1
1,698,357,698,1
1,682,454,665,1
1,633,470,779,1
1,487,308,958,1
1,568,341,844,1
1,584,373,876,1
1,633,308,925,1
1,682,162,844,1
1,665,129,795,1
1,714,178,795,1
1,730,259,811,1
1,779,357,763,1
1,779,308,746,1
1,730,324,649,1
1,714,438,649,1
1,698,454,633,1
1,665,389,600,1
1,422,292,811,1
1,600,405,568,1
1,649,276,811,1
1,568,389,828,1
1,617,341,746,1
1,682,276,714,1
1,698,276,665,1
1,665,373,714,1
1,600,438,795,1
1,633,373,844,1
1,633,357,860,1
1,584,389,860,1
1,633,454,925,1
1,568,178,941,1
1,535,357,1006,1
1,552,487,1006,1
1,584,649,909,1
1,633,649,828,1
1,649,568,730,1
1,665,422,633,1
1,730,308,519,1
1,746,243,422,1
1,730,113,341,1
1,438,16,584,1
1,600,324,617,1
1,617,308,763,1
1,600,405,811,1
1,665,324,828,1
1,649,259,811,1
1,682,211,811,1
1,714,227,811,1
1,698,259,795,1
1,698,308,811,1
1,714,438,746,1
1,682,357,763,1
1,665,438,893,1
1,649,600,860,1
1,682,519,795,1
1,665,422,714,1
1,665,389,617,1
1,698,129,519,1
1,714,113,470,1
1,665,0,487,1
1,649,211,568,1
1,617,259,665,1
1,665,308,682,1
1,665,373,714,1
1,600,373,746,1
1,584,405,779,1
1,568,389,860,1
1,552,357,909,1
1,617,292,909,1
1,535,324,860,1
1,535,568,909,1
1,535,373,958,1
1,600,503,1006,1
1,584,552,925,1
1,633,519,811,1
1,649,454,730,1
1,714,341,665,1
1,746,259,568,1
1,779,211,470,1
1,746,211,503,1
1,389,81,649,1
1,617,389,698,1
1,617,292,811,1
1,617,389,828,1
1,633,357,779,1
1,649,324,763,1
1,649,341,746,1
1,633,308,730,1
1,665,308,682,1
1,617,324,763,1
1,584,405,860,1
1,633,503,795,1
1,649,357,779,1
1,617,422,844,1
1,617,503,925,1
1,633,503,811,1
1,665,584,730,1
1,617,617,714,1
1,584,730,746,1
1,535,763,795,1
1,519,779,828,1
1,552,682,795,1
1,487,779,779,1
1,519,763,746,1
1,503,714,746,1
1,503,714,746,1
1,487,779,779,1
1,454,779,763,1
1,454,763,763,1
1,438,811,779,1
1,422,828,763,1
1,422,876,795,1
1,422,860,779,1
1,422,811,746,1
1,422,844,746,1
1,438,811,746,1
1,422,860,714,1
1,405,779,730,1
1,405,746,730,1
1,389,779,730,1
1,373,730,746,1
1,357,746,746,1
1,324,779,779,1
1,341,682,763,1
1,373,682,779,1
1,357,682,763,1
1,389,633,746,1
1,405,682,746,1
1,422,730,746,1
1,389,649,779,1
1,422,535,828,1
1,438,617,795,1
1,470,617,779,1
1,454,584,795,1
1,422,568,779,1
1,405,730,730,1
1,422,714,844,1
1,422,714,844,1
1,438,698,811,1
1,470,746,811,1
1,487,746,795,1
1,470,714,811,1
1,503,730,811,1
1,487,730,844,1
1,470,763,860,1
1,405,779,828,1
1,422,779,779,1
1,373,698,730,1
1,389,682,746,1
1,405,698,811,1
1,405,714,844,1
1,422,746,860,1
1,405,682,828,1
1,373,665,844,1
1,422,665,811,1
1,438,682,779,1
1,405,649,795,1
1,389,698,795,1
1,389,633,795,1
1,389,714,779,1
1,405,698,779,1
1,389,665,795,1
1,389,665,795,1
1,405,682,795,1
1,373,682,795,1
1,405,682,795,1
1,405,682,795,1
1,405,682,795,1
1,389,682,763,1
1,405,682,779,1
1,389,682,779,1
1,389,698,779,1
1,389,682,795,1
1,405,682,795,1
1,405,665,811,1
1,389,698,795,1
1,405,682,779,1
1,373,682,795,1
1,389,682,795,1
1,389,682,795,1
1,389,698,795,1
1,389,682,795,1
1,405,682,779,1
1,389,682,779,1
1,422,682,795,1
1,405,682,779,1
1,389,698,779,1
1,389,682,795,1
1,405,682,811,1
1,405,665,795,1
1,373,682,795,1
1,405,682,795,1
1,389,698,779,1
1,405,665,795,1
1,373,698,795,1
1,389,682,795,1
1,405,682,811,1
1,389,698,795,1
1,389,698,795,1
1,405,682,811,1
1,389,682,795,1
1,405,682,795,1
1,405,682,795,1
1,405,682,795,1
1,405,682,795,1
1,389,682,795,1
1,405,682,795,1
1,389,682,795,1
1,405,698,795,1
1,405,682,795,1
1,389,682,811,1
1,389,682,795,1
1,470,828,682,1
1,470,828,682,1
1,487,844,698,1
1,503,844,714,1
1,503,844,714,1
1,487,811,714,1
1,470,844,665,1
1,470,811,665,1
1,470,811,617,1
1,438,811,584,1
1,438,795,535,1
1,405,811,519,1
1,405,860,519,1
1,422,795,535,1
1,405,811,535,1
1,422,795,584,1
1,389,811,617,1
1,373,811,649,1
1,373,811,682,1
1,324,779,698,1
1,308,795,714,1
1,308,795,698,1
1,276,763,698,1
1,292,763,698,1
1,292,746,698,1
1,276,714,698,1
1,276,698,698,1
1,292,698,698,1
1,292,665,730,1
1,276,649,698,1
1,276,665,714,1
1,276,633,714,1
1,259,633,730,1
1,292,665,730,1
1,292,649,763,1
1,276,649,763,1
1,276,649,746,1
1,259,665,730,1
1,259,617,698,1
1,243,682,698,1
1,194,633,698,1
1,178,665,698,1
